transaction_reference,authorization_number,primary_account_number,card_bin_number,card_suffix,card_expiry_date,card_product_type,account_type,transaction_date,transaction_time,local_date,local_time,transaction_amount_inr,transaction_currency_code,settlement_amount,settlement_currency,transaction_code,transaction_description,merchant_identifier,merchant_business_name,mcc_code,merchant_location_city,merchant_location_state,merchant_country_code,merchant_postal_code,merchant_phone,terminal_identifier,pos_entry_capability,pos_cardholder_presence,card_present_indicator,authorization_response_code,response_code,response_description,approval_date,address_verification_result,cvv_verification_result,cvv_presence_indicator,acquiring_institution_id,acquiring_bin,issuing_bin,visa_network_reference,interchange_reimbursement_fee,service_charge,network_processing_fee,gst_amount,retrieval_reference_number,system_trace_audit_number,batch_identifier,settlement_date,fraud_detection_score,risk_assessment,secure_3d_auth_status,secure_3d_eci,bank_name,data_source,record_created_timestamp
SBI000000007171,AUTH0007171,453233******6685,453233,6685,2603,VISA,SAVINGS,20251223,231057,20251223,231057,2699.91,356,,,000000,ONLINE PAYMENT,SBI955785,Loke-Vohra,,Delhi,Assam,IND,453932,+913529540054,TERM790161,81,0,0,A53042,00,Insufficient funds,20251223,P,M,0,SBI00001,453231,453233,VISA7275996057,95.01,42.01,17.78,19.63,RRN0000007171,007171,BATCH41542,20251224,320.0,HIGH,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.831816
SBI000000005541,AUTH0005541,453232******3220,453232,3220,3007,VISA,CURRENT,2025-12-23,231057,20251223,231057,431.24,356,,,200000,ATM WITHDRAWAL,SBI383224,Balay LLC,5942,Ahmedabad,Karnataka,IND,686491,,TERM763267,05,2,0,A57868,61,Approved,20251223,A,P,1,SBI00001,453232,453232,VISA1898784137,17.42,11.63,7.45,29.87,RRN0000005541,005541,BATCH42123,20251224,40.0,MEDIUM,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.650347
SBI000000005216,AUTH0005216,453233******1156,453233,1156,3009,VISA,CURRENT,20251212,231057,20251212,231057,853.6,356,,,010000,POS PURCHASE,SBI981182,Batra PLC,5311,Bangalore,Assam,IND,,,TERM783110,81,2,0,,05,Insufficient funds,20251212,P,U,0,SBI00001,453231,453233,VISA3645768280,,21.96,,24.5,RRN0000005216,005216,BATCH52570,20251213,,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.611877
SBI000000006842,AUTH0006842,453234******4476,453234,4476,2603,VISA,CREDIT,21-12-2025,231057,20251221,231057,-4435.39,356,,,010000,ONLINE PAYMENT,SBI436982,"Sen, Golla and Apte",5311,Jaipur,Tripura,IND,834195,5600642092,TERM439456,90,1,0,A25973,05,Do not honor,20251221,N,P,0,SBI00001,453234,453234,VISA9145234294,,,13.68,22.57,RRN0000006842,006842,BATCH91829,20251223,,LOW,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.792796
SBI000000005268,AUTH0005268,453231******6110,453231,6110,3006,VISA,CREDIT,2025-12-05,231057,20251205,231057,3367.41,356,,,010000,REFUND,SBI913050,"Hayre, Amble and Sekhon",4121,Mumbai,Madhya Pradesh,IND,855582,+917325538274,TERM547116,05,2,1,A38326,14,Do not honor,20251205,P,N,0,SBI00001,453234,453231,VISA2784926757,74.04,28.32,,,RRN0000005268,005268,BATCH74076,20251206,,MEDIUM,A,,SBI,SBI_BANK,2026-01-04T23:10:57.618856
SBI000000007349,AUTH0007349,453232******0996,453232,0996,2908,VISA,CREDIT,2025-12-15,231057,20251215,231057,5073.36,356,,,200000,ATM WITHDRAWAL,SBI447079,"Gera, Kadakia and Seshadri",5411,Jaipur,Haryana,IND,591499,3045741298,TERM533047,05,1,0,A60377,91,Do not honor,20251215,A,S,0,SBI00001,453234,453232,VISA8421424161,63.56,,,,RRN0000007349,007349,BATCH40192,20251217,370.0,MEDIUM,A,06,SBI,SBI_BANK,2026-01-04T23:10:57.851236
SBI000000005728,AUTH0005728,453234******5085,453234,5085,2605,VISA,CREDIT,2025-12-23,231057,20251223,231057,-3377.98,356,,,200000,ATM WITHDRAWAL,SBI741288,Kota PLC,5691,Jaipur,Uttar Pradesh,IND,,+919606263823,TERM182751,81,0,0,,14,Insufficient funds,20251223,A,S,0,SBI00001,453234,453234,VISA1852846107,,19.46,3.8,15.42,RRN0000005728,005728,BATCH11647,20251224,,HIGH,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.671956
SBI000000005579,AUTH0005579,453234******5535,453234,5535,2911,VISA,CURRENT,20251208,231057,20251208,231057,3001.08,356,,,010000,REFUND,SBI520617,"Mahajan, Joshi and Narayan",5661,Lucknow,Sikkim,IND,546053,,TERM122561,90,0,0,A95133,05,Do not honor,20251208,N,N,0,SBI00001,453233,453234,VISA4801726841,17.71,9.27,3.87,,RRN0000005579,005579,BATCH40080,20251210,295.0,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.654674
SBI000000007294,AUTH0007294,453231******6569,453231,6569,2610,VISA,CURRENT,11-12-2025,231057,20251211,231057,3364.11,356,,,000000,ONLINE PAYMENT,SBI756184,Goyal Ltd,5912,Delhi,Meghalaya,IND,,,TERM935564,02,2,0,A32204,91,Do not honor,20251211,Y,U,0,SBI00001,453233,453231,VISA9817973069,69.66,39.26,12.88,18.32,RRN0000007294,007294,BATCH88252,20251213,,MEDIUM,A,,SBI,SBI_BANK,2026-01-04T23:10:57.845533
SBI000000006694,AUTH0006694,453231******0861,453231,0861,3006,VISA,CURRENT,20251225,231057,20251225,231057,7052.74,356,,,200000,REFUND,SBI237529,Suresh Inc,5942,Hyderabad,Haryana,IND,881691,00849785315,TERM517192,05,0,1,A02743,51,Insufficient funds,20251225,Y,S,1,SBI00001,453233,453231,VISA2552758749,,,10.77,,RRN0000006694,006694,BATCH72598,20251226,,LOW,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.779875
SBI000000004057,AUTH0004057,453234******0594,453234,0594,2807,VISA,SAVINGS,20251225,231057,20251225,231057,4293.37,356,,,010000,ATM WITHDRAWAL,SBI769887,Solanki PLC,5541,Ahmedabad,Manipur,IND,530572,00287490726,TERM993639,05,0,1,A48810,51,Insufficient funds,20251225,N,P,1,SBI00001,453232,453234,VISA1768199796,39.46,30.76,6.0,,RRN0000004057,004057,BATCH62110,20251226,,HIGH,Y,06,SBI,SBI_BANK,2026-01-04T23:10:57.476629
SBI000000005065,AUTH0005065,453233******6099,453233,6099,2701,VISA,CREDIT,20251220,231057,20251220,231057,1444.77,356,,,010000,REFUND,SBI864783,"Jani, Luthra and Karnik",,Mumbai,Tamil Nadu,IND,946394,,TERM886951,90,0,1,A29786,14,Insufficient funds,20251220,P,M,0,SBI00001,453232,453233,VISA8764477736,84.39,23.41,9.93,9.84,RRN0000005065,005065,BATCH54333,20251222,436.0,MEDIUM,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.596436
SBI000000006391,AUTH0006391,453232******6585,453232,6585,2606,VISA,SAVINGS,20251206,231057,20251206,231057,7663.84,356,,,200000,POS PURCHASE,SBI468936,Mukherjee LLC,5691,Hyderabad,Jharkhand,IND,592112,+910579979843,TERM877183,81,2,0,A15227,61,Insufficient funds,20251206,U,M,1,SBI00001,453233,453232,VISA4699093628,,31.71,12.39,5.31,RRN0000006391,006391,BATCH88351,20251207,901.0,LOW,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000006069,AUTH0006069,453232******3410,453232,3410,2602,VISA,SAVINGS,20251230,231057,20251230,231057,6273.15,356,,,000000,ONLINE PAYMENT,SBI634249,Mangat-Magar,5691,Bangalore,Jharkhand,IND,565089,+918396324700,TERM485141,02,1,0,A42955,61,Do not honor,20251230,Y,P,0,SBI00001,453234,453232,VISA5623647647,65.22,,12.55,,RRN0000006069,006069,BATCH94921,20251231,,HIGH,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.711360
SBI000000006976,AUTH0006976,453233******6556,453233,6556,3009,VISA,CURRENT,20251225,231057,20251225,231057,6528.68,356,,,200000,ATM WITHDRAWAL,SBI265905,Ganguly-Vyas,5732,Kolkata,Nagaland,IND,,08925986724,TERM939099,90,1,0,A19541,14,Insufficient funds,20251225,S,N,0,SBI00001,453233,453233,VISA5426885940,42.1,48.81,,29.16,RRN0000006976,006976,BATCH65536,20251227,,,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.811332
SBI000000006037,AUTH0006037,453231******2227,453231,2227,2906,VISA,CURRENT,2025-12-21,231057,20251221,231057,100.96,356,,,000000,POS PURCHASE,SBI311363,Varughese-Bal,5814,Lucknow,Uttar Pradesh,IND,228791,,TERM502920,81,1,0,A25528,14,Approved,20251221,U,U,1,SBI00001,453231,453231,VISA7608560572,30.16,,4.18,,RRN0000006037,006037,BATCH54352,20251222,,MEDIUM,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.708743
SBI000000004036,AUTH0004036,453233******0445,453233,0445,3009,VISA,CREDIT,20251224,231057,20251224,231057,8461.9,356,,,010000,POS PURCHASE,SBI463064,Kota-Uppal,5661,Mumbai,Manipur,IND,760464,,TERM622397,81,0,0,A67384,61,Do not honor,20251224,U,U,0,SBI00001,453234,453233,VISA6680767249,,,,7.83,RRN0000004036,004036,BATCH14694,20251225,680.0,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.472082
SBI000000004263,AUTH0004263,453234******4515,453234,4515,2806,VISA,SAVINGS,20260102,231057,20260102,231057,9444.81,356,,,000000,ONLINE PAYMENT,SBI134858,"Chauhan, Choudhry and Bhatia",,Jaipur,Tripura,IND,524389,05624126676,TERM745445,90,2,0,A80940,00,Insufficient funds,20260102,Y,S,0,SBI00001,453231,453234,VISA9712387699,10.2,,4.07,,RRN0000004263,004263,BATCH22965,20260103,,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.501817
SBI000000006914,AUTH0006914,453231******3698,453231,3698,2609,VISA,CURRENT,20251212,231057,20251212,231057,-6807.06,356,,,200000,POS PURCHASE,SBI568528,Mandal Group,5814,Kolkata,Uttarakhand,IND,153041,,TERM426617,05,0,0,A56297,61,Approved,20251212,U,M,0,SBI00001,453233,453231,VISA7818269646,,5.28,,12.52,RRN0000006914,006914,BATCH71460,20251214,,MEDIUM,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.805524
SBI000000006623,AUTH0006623,453232******8196,453232,8196,2606,VISA,SAVINGS,20260103,231057,20260103,231057,7027.93,356,,,000000,POS PURCHASE,SBI751866,Minhas-Shah,4121,Mumbai,Punjab,IND,853350,,TERM165178,90,1,1,A27059,61,Do not honor,20260103,N,U,1,SBI00001,453232,453232,VISA1745227884,58.94,,,23.37,RRN0000006623,006623,BATCH50208,20260105,811.0,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.772971
SBI000000007003,AUTH0007003,453234******8862,453234,8862,3006,VISA,SAVINGS,20251213,231057,20251213,231057,2865.39,356,,,200000,ATM WITHDRAWAL,SBI806332,Dugal-Vasa,5691,Lucknow,Chhattisgarh,IND,,,TERM669470,90,1,0,,51,Insufficient funds,20251213,U,N,1,SBI00001,453232,453234,VISA1846464903,,39.23,,18.23,RRN0000007003,007003,BATCH61835,20251215,,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.813821
SBI000000004732,AUTH0004732,453232******6642,453232,6642,3008,VISA,CURRENT,20251205,231057,20251205,231057,6057.77,356,,,200000,POS PURCHASE,SBI883709,Saini-Singhal,,Chennai,Tripura,IND,954282,6938051453,TERM251308,90,0,1,A86901,91,Approved,20251205,U,P,1,SBI00001,453232,453232,VISA5706951934,87.41,28.42,12.22,,RRN0000004732,004732,BATCH48640,20251207,655.0,,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.559402
SBI000000004525,AUTH0004525,453234******6529,453234,6529,2911,VISA,CREDIT,20251231,231057,20251231,231057,2098.72,356,,,010000,ONLINE PAYMENT,SBI282471,Bhavsar-Chaudhary,5651,Jaipur,Kerala,IND,146591,,TERM287510,81,1,0,A90592,00,Approved,20251231,N,N,0,SBI00001,453234,453234,VISA4500596713,47.88,43.28,11.46,20.56,RRN0000004525,004525,BATCH83006,20260101,613.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.532159
SBI000000005040,AUTH0005040,300322******1284,300322,1284,2701,VISA,SAVINGS,20251228,231057,20251228,231057,2878.18,356,,,010000,ATM WITHDRAWAL,SBI893682,Pandey Group,5921,Kolkata,Goa,IND,701498,,TERM969039,81,2,0,A87245,14,Approved,20251228,U,N,0,SBI00001,453234,300322,VISA3315160234,47.69,31.2,11.14,11.22,RRN0000005040,005040,BATCH21636,20251229,,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.594356
SBI000000005804,AUTH0005804,453233******1046,453233,1046,2812,VISA,CREDIT,20251212,231057,20251212,231057,4153.3,356,,,000000,POS PURCHASE,SBI165222,Jain-Divan,5814,Chennai,Kerala,IND,973567,08613333056,TERM492871,02,2,0,A13111,14,Do not honor,20251212,U,S,1,SBI00001,453233,453233,VISA9680190767,98.47,25.89,18.11,,RRN0000005804,005804,BATCH75214,20251213,982.0,MEDIUM,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.682140
SBI000000006753,AUTH0006753,453233******1375,453233,1375,2712,VISA,CREDIT,20251226,231057,20251226,231057,1564.62,356,,,000000,POS PURCHASE,SBI787544,Handa-Khosla,5691,Lucknow,Tamil Nadu,IND,709204,,TERM687874,02,2,1,A20061,91,Approved,20251226,Y,P,1,SBI00001,453231,453233,VISA6373881157,98.51,49.89,14.21,13.99,RRN0000006753,006753,BATCH29947,20251228,985.0,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.785690
SBI000000004861,AUTH0004861,453232******7154,453232,7154,2709,VISA,CURRENT,20251225,231057,20251225,231057,5188.15,356,,,200000,ATM WITHDRAWAL,SBI353110,Bath and Sons,,Chennai,Haryana,IND,480334,,TERM708665,05,2,0,A58233,61,Approved,20251225,S,M,0,SBI00001,453232,453232,VISA9768981690,63.8,12.27,15.97,,RRN0000004861,004861,BATCH87150,20251226,,,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.569915
SBI000000006664,AUTH0006664,453234******3067,453234,3067,2710,VISA,CREDIT,20251230,231057,20251230,231057,2732.76,356,,,200000,REFUND,SBI851946,Venkatesh Ltd,5651,Pune,Chhattisgarh,IND,373307,+913822353755,TERM120060,90,1,1,A72705,61,Do not honor,20251230,A,N,1,SBI00001,453232,453234,VISA2422899533,,14.69,4.64,,RRN0000006664,006664,BATCH27650,20260101,,HIGH,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.776865
SBI000000005312,AUTH0005312,453232******8279,453232,8279,2903,VISA,SAVINGS,20251221,231057,20251221,231057,4548.09,356,,,010000,ATM WITHDRAWAL,SBI854914,"Gulati, Ray and Nigam",,Chennai,Mizoram,IND,422532,09491997851,TERM246117,90,0,0,A34455,14,Insufficient funds,20251221,S,P,0,SBI00001,453233,453232,VISA4284582387,56.1,32.55,,,RRN0000005312,005312,BATCH35486,20251222,424.0,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.623974
SBI000000004273,AUTH0004273,453231******6608,453231,6608,3001,VISA,CURRENT,2026-01-01,231057,20260101,231057,9524.44,356,,,000000,ATM WITHDRAWAL,SBI114158,Bhatia Group,5812,Ahmedabad,Goa,IND,,,TERM733052,05,2,1,A31492,05,Do not honor,20260101,A,M,1,SBI00001,453232,453231,VISA6018770335,41.01,26.2,4.52,26.43,RRN0000004273,004273,BATCH34576,20260102,461.0,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.503665
SBI000000007453,AUTH0007453,453231******3734,453231,3734,2707,VISA,SAVINGS,20251222,231057,20251222,231057,7767.07,356,,,010000,POS PURCHASE,SBI580981,Pal-Ganguly,5814,Lucknow,Gujarat,IND,940349,5214611105,TERM121154,81,2,1,A59794,14,Do not honor,20251222,S,S,1,SBI00001,453234,453231,VISA6351975461,,28.43,12.76,24.27,RRN0000007453,007453,BATCH52247,20251223,962.0,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.860247
SBI000000006463,AUTH0006463,453231******2415,453231,2415,2805,VISA,CREDIT,20260103,231057,20260103,231057,7059.56,356,,,010000,REFUND,SBI638185,Keer-Chaudhary,5814,Pune,Nagaland,IND,,,TERM526885,81,2,0,A92786,14,Do not honor,20260103,A,S,1,SBI00001,453233,453231,VISA8015142139,55.28,30.02,8.06,18.87,RRN0000006463,006463,BATCH87913,20260105,136.0,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.753851
SBI000000004153,AUTH0004153,453233******2162,453233,2162,2803,VISA,SAVINGS,20251219,231057,20251219,231057,8664.64,356,,,010000,POS PURCHASE,SBI455491,Deol Group,,Ahmedabad,Bihar,IND,454185,6810981766,TERM103535,05,2,0,A35215,61,Approved,20251219,S,M,1,SBI00001,453232,453233,VISA9113360387,45.55,,18.96,11.74,RRN0000004153,004153,BATCH60338,20251220,568.0,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.487674
SBI000000006718,AUTH0006718,453232******4893,453232,4893,2912,VISA,CURRENT,20251219,231057,20251219,231057,-1077.17,356,,,010000,POS PURCHASE,SBI825742,Kale PLC,5921,Lucknow,Manipur,IND,836768,,TERM318329,90,0,0,A94263,00,Approved,20251219,P,U,0,SBI00001,453234,453232,VISA9372528122,65.92,45.98,,11.49,RRN0000006718,006718,BATCH84623,20251221,,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.782613
SBI000000004711,AUTH0004711,453234******8659,453234,8659,2801,VISA,SAVINGS,20251219,231057,20251219,231057,8381.25,356,,,000000,POS PURCHASE,SBI468513,Hayre PLC,5921,Lucknow,Manipur,IND,,,TERM267675,90,1,1,A68838,05,Insufficient funds,20251219,A,N,1,SBI00001,453233,453234,VISA1482609048,97.81,14.21,10.3,20.62,RRN0000004711,004711,BATCH63755,20251221,911.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.555027
SBI000000004276,AUTH0004276,453232******4892,453232,4892,2908,VISA,CURRENT,20260101,231057,20260101,231057,8278.45,356,,,000000,ATM WITHDRAWAL,SBI863331,Patla Ltd,5912,Mumbai,Mizoram,IND,148626,7850660675,TERM196516,05,2,0,A14148,05,Do not honor,20260101,U,S,1,SBI00001,453234,453232,VISA5598744915,,17.22,9.58,10.97,RRN0000004276,004276,BATCH65988,20260102,,,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.503665
SBI000000005497,AUTH0005497,453231******7954,453231,7954,3012,VISA,CURRENT,20251223,231057,20251223,231057,6648.42,356,,,200000,ONLINE PAYMENT,SBI346814,Rai-Chowdhury,5942,Jaipur,Mizoram,IND,415359,00273924678,TERM163068,02,0,1,A31464,00,Do not honor,20251223,U,P,1,SBI00001,453231,453231,VISA5012253446,,19.43,15.02,22.64,RRN0000005497,005497,BATCH12137,20251225,442.0,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.641245
SBI000000004070,AUTH0004070,453233******5264,453233,5264,3011,VISA,SAVINGS,20251207,231057,20251207,231057,1792.02,356,,,010000,REFUND,SBI341377,"Prabhu, Saha and Chada",5999,Hyderabad,West Bengal,IND,,4535777785,TERM789741,90,1,0,A92945,91,Do not honor,20251207,P,P,1,SBI00001,453233,453233,VISA7256127338,76.63,49.87,16.0,,RRN0000004070,004070,BATCH14664,20251208,,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.478137
SBI000000004849,AUTH0004849,453234******6489,453234,6489,2606,VISA,CREDIT,20251212,231057,20251212,231057,3971.27,356,,,000000,ONLINE PAYMENT,SBI136221,"Ranganathan, Iyer and Sachdev",4121,Pune,Jharkhand,IND,710663,,TERM276144,05,0,0,A27212,51,Insufficient funds,20251212,A,S,1,SBI00001,453232,453234,VISA2872566091,,26.63,,27.81,RRN0000004849,004849,BATCH83733,20251214,974.0,HIGH,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.569915
SBI000000006963,AUTH0006963,453233******8122,453233,8122,3007,VISA,CURRENT,20251210,231057,20251210,231057,9314.95,356,,,000000,POS PURCHASE,SBI870407,Salvi Ltd,,Bangalore,Uttar Pradesh,IND,289058,8520566059,TERM818233,81,1,1,A99321,61,Insufficient funds,20251210,S,N,1,SBI00001,453233,453233,VISA8422380165,28.78,33.77,11.41,,RRN0000006963,006963,BATCH19130,20251212,,MEDIUM,A,,SBI,SBI_BANK,2026-01-04T23:10:57.810148
SBI000000004904,AUTH0004904,453231******8516,453231,8516,2810,VISA,SAVINGS,20251208,231057,20251208,231057,1865.89,356,,,000000,POS PURCHASE,SBI290188,"Chakrabarti, Lanka and Char",7011,Hyderabad,Tamil Nadu,IND,843290,+914527705087,TERM238615,02,1,1,A55056,91,Do not honor,20251208,U,N,0,SBI00001,453232,453231,VISA3156473079,51.8,33.13,,,RRN0000004904,004904,BATCH31428,20251209,,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000007324,AUTH0007324,453233******2330,453233,2330,2712,VISA,CREDIT,29-12-2025,231057,20251229,231057,4257.47,356,,,200000,ONLINE PAYMENT,SBI273851,Basu-Manne,5651,Kolkata,,IND,,6022509201,TERM132731,02,2,1,,05,Insufficient funds,20251229,N,U,0,SBI00001,453234,453233,VISA9788882297,20.24,26.65,14.23,9.47,RRN0000007324,007324,BATCH73750,20251230,5.0,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.848924
SBI000000006081,AUTH0006081,453233******0919,453233,0919,2912,VISA,CURRENT,20251214,231057,20251214,231057,1305.53,356,,,000000,ATM WITHDRAWAL,SBI195142,Dash and Sons,5814,Chennai,Uttarakhand,IND,798069,,TERM180543,81,1,1,A38118,05,Do not honor,20251214,S,P,1,SBI00001,453232,453233,VISA7977905860,74.43,,7.41,21.76,RRN0000006081,006081,BATCH94675,20251216,289.0,,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.712360
SBI000000006586,AUTH0006586,453233******1192,453233,1192,2801,VISA,CREDIT,20251221,231057,20251221,231057,1346.13,356,,,200000,ATM WITHDRAWAL,SBI501681,Nayar-Vora,5814,Kolkata,Madhya Pradesh,IND,582109,,TERM775850,05,1,1,A51150,14,Insufficient funds,20251221,A,S,1,SBI00001,453233,453233,VISA9869692425,33.15,,,24.89,RRN0000006586,006586,BATCH33503,20251222,,MEDIUM,A,06,SBI,SBI_BANK,2026-01-04T23:10:57.769185
SBI000000004984,AUTH0004984,453232******5940,453232,5940,2702,VISA,CREDIT,20251227,231057,20251227,231057,7568.79,356,,,010000,REFUND,SBI758989,Mangal Inc,5651,Jaipur,Chhattisgarh,IND,709481,,TERM703371,81,0,1,A69631,14,Approved,20251227,N,N,0,SBI00001,453233,453232,VISA1675196551,57.33,5.88,19.53,28.65,RRN0000004984,004984,BATCH40603,20251228,286.0,MEDIUM,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.587389
SBI000000005967,AUTH0005967,453233******7406,453233,7406,2909,VISA,SAVINGS,20260104,231057,20260104,231057,7097.56,356,,,000000,ONLINE PAYMENT,SBI857650,Parsa PLC,,Jaipur,Odisha,IND,790516,,TERM896897,81,0,0,A18623,00,Approved,20260104,Y,S,1,SBI00001,453232,453233,VISA8897708049,22.69,48.51,,12.58,RRN0000005967,005967,BATCH83175,20260105,365.0,,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.699870
SBI000000004865,AUTH0004865,453233******7487,453233,7487,2907,VISA,SAVINGS,20251230,231057,20251230,231057,2950.91,356,,,200000,ONLINE PAYMENT,SBI879505,Rajagopal Group,5921,Bangalore,Karnataka,IND,455124,+914448657430,TERM131257,05,0,0,A62068,61,Do not honor,20251230,S,P,1,SBI00001,453234,453233,VISA1129050148,,,,12.97,RRN0000004865,004865,BATCH85294,20260101,527.0,HIGH,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000004757,AUTH0004757,453232******9584,453232,9584,2906,VISA,CURRENT,20260102,231057,20260102,231057,1435.72,356,,,000000,REFUND,SBI791106,"Arya, Johal and More",5651,Ahmedabad,Madhya Pradesh,IND,786318,,TERM642533,90,0,0,A33287,05,Insufficient funds,20260102,N,N,1,SBI00001,453234,453232,VISA7143613444,85.9,21.25,13.27,26.27,RRN0000004757,004757,BATCH50824,20260103,452.0,,Y,06,SBI,SBI_BANK,2026-01-04T23:10:57.559910
SBI000000005442,AUTH0005442,453231******9095,453231,9095,2704,VISA,CREDIT,29-12-2025,231057,20251229,231057,3046.42,356,,,200000,ATM WITHDRAWAL,SBI969350,Baria PLC,5732,Mumbai,Manipur,IND,284914,2968636776,TERM206286,81,2,1,A39663,00,Do not honor,20251229,P,P,1,SBI00001,453231,453231,VISA8479051331,50.84,17.36,,,RRN0000005442,005442,BATCH99785,20251230,,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.640067
SBI000000005104,AUTH0005104,453234******0011,453234,0011,2902,VISA,CURRENT,20251226,231057,20251226,231057,2680.03,356,,,000000,REFUND,SBI732578,"Varghese, Batra and Shukla",5942,Pune,Andhra Pradesh,IND,,,TERM399044,05,0,1,,05,Approved,20251226,Y,U,0,SBI00001,453233,453234,VISA7697974670,,,14.19,20.32,RRN0000005104,005104,BATCH89303,20251228,,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.600872
SBI000000007291,AUTH0007291,453234******1907,453234,1907,2909,VISA,CREDIT,2025-12-07,231057,20251207,231057,1827.42,356,,,000000,REFUND,SBI722954,Devan LLC,5999,Delhi,Andhra Pradesh,IND,941492,5836825170,TERM775547,02,2,0,A24552,61,Approved,20251207,N,N,1,SBI00001,453232,453234,VISA4558024639,95.96,32.96,12.7,26.74,RRN0000007291,007291,BATCH17546,20251208,573.0,LOW,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.845533
SBI000000007036,AUTH0007036,519150******5401,519150,5401,2912,VISA,CURRENT,20251221,231057,20251221,231057,6488.97,356,,,000000,ATM WITHDRAWAL,SBI365363,Samra-Padmanabhan,,Pune,Haryana,IND,800261,,TERM496927,90,2,0,A58189,14,Approved,20251221,P,M,0,SBI00001,453234,519150,VISA2550995409,,27.74,4.06,9.77,RRN0000007036,007036,BATCH71461,20251222,769.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.818088
SBI000000006249,AUTH0006249,772879******7457,772879,7457,2809,VISA,CREDIT,20260103,231057,20260103,231057,963.84,356,,,010000,ONLINE PAYMENT,SBI891865,Rai Inc,7011,Jaipur,Karnataka,IND,,,TERM417883,90,0,1,A18546,00,Approved,20260103,U,M,0,SBI00001,453232,772879,VISA8242982467,41.11,43.26,18.94,8.13,RRN0000006249,006249,BATCH13968,20260104,,MEDIUM,A,06,SBI,SBI_BANK,2026-01-04T23:10:57.731106
SBI000000004867,AUTH0004867,485475******9576,485475,9576,2707,VISA,CREDIT,20260104,231057,20260104,231057,7161.78,356,,,000000,ONLINE PAYMENT,SBI288727,"Tiwari, Sarna and Dhaliwal",5732,Ahmedabad,Arunachal Pradesh,IND,490945,,TERM809794,90,2,1,A29811,14,Insufficient funds,20260104,N,N,0,SBI00001,453233,485475,VISA2163502442,70.78,11.75,8.85,8.15,RRN0000004867,004867,BATCH51441,20260105,576.0,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000007013,AUTH0007013,453234******0028,453234,0028,2807,VISA,CURRENT,20251219,231057,20251219,231057,9687.0,356,,,200000,POS PURCHASE,SBI621806,"Borah, Cherian and Kuruvilla",5814,Lucknow,Uttarakhand,IND,616316,07587386880,TERM202971,81,2,1,A50745,05,Insufficient funds,20251219,Y,S,0,SBI00001,453232,453234,VISA6699516191,,39.49,19.38,29.75,RRN0000007013,007013,BATCH37116,20251221,505.0,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.815374
